"SpeciesGroup","SpeciesName","OperationYear","AreaName","SpeciesCode","CompanyCount_taxID","TotalNetWeight","TotalWholesaleValue","WholesalePricePerlb"
"rockfish"," shortraker",2008,"Petersburg/Wrangell",152,3,"20807"," 8277 "," 0.40 "
"rockfish"," thornyhead (idiots)",2008,"Petersburg/Wrangell",143,4,"48318"," 130503 "," 2.70 "
"rockfish"," yelloweye (red snapper)",2008,"Petersburg/Wrangell",145,4,"49978"," 79422 "," 1.59 "
"sablefish (blackcod)","",2008,"Petersburg/Wrangell",710,3,"1246420"," 7159593 "," 5.74 "
"salmon"," chinook",2008,"Petersburg/Wrangell",410,25,"308397"," 1992010 "," 6.46 "
"salmon"," chum",2008,"Petersburg/Wrangell",450,11,"12850223"," 26662838 "," 2.07 "
"salmon"," coho",2008,"Petersburg/Wrangell",430,24,"2122084"," 6590843 "," 3.11 "
"salmon"," pink",2008,"Petersburg/Wrangell",440,8,"9263328"," 16900039 "," 1.82 "
"salmon"," sockeye",2008,"Petersburg/Wrangell",420,21,"620982"," 2191114 "," 3.53 "
"shrimp"," coonstriped",2008,"Petersburg/Wrangell",964,6,"4549"," 19904 "," 4.38 "
"shrimp"," spot",2008,"Petersburg/Wrangell",965,20,"143201"," 529192 "," 3.70 "
"cod"," Pacific (gray)",2008,"Prince William Sound",110,5,"396565"," 1235853 "," 3.12 "
"halibut"," Pacific",2008,"Prince William Sound",200,7,"1424004"," 7971094 "," 5.60 "
"lingcod","",2008,"Prince William Sound",130,5,"18231"," 60136 "," 3.30 "
"rockfish"," quillback",2008,"Prince William Sound",147,3,"1236"," 801 "," 0.65 "
"rockfish"," rougheye",2008,"Prince William Sound",151,4,"20124"," 25993 "," 1.29 "
"rockfish"," shortraker",2008,"Prince William Sound",152,4,"714"," 1339 "," 1.87 "
"rockfish"," thornyhead (idiots)",2008,"Prince William Sound",143,3,"4768"," 12175 "," 2.55 "
"rockfish"," yelloweye (red snapper)",2008,"Prince William Sound",145,5,"15726"," 28245 "," 1.80 "
"sablefish (blackcod)","",2008,"Prince William Sound",710,5,"1106730"," 6090390 "," 5.50 "
"salmon"," chinook",2008,"Prince William Sound",410,24,"196735"," 2407376 "," 12.24 "
"salmon"," chum",2008,"Prince William Sound",450,8,"23370747"," 46381264 "," 1.98 "
"salmon"," coho",2008,"Prince William Sound",430,17,"3202125"," 12349437 "," 3.86 "
"salmon"," pink",2008,"Prince William Sound",440,8,"56875030"," 116906828 "," 2.06 "
"salmon"," sockeye",2008,"Prince William Sound",420,24,"5847134"," 27264832 "," 4.66 "
"clam"," Pacific geoduck",2008,"Sitka/Pelican",815,8,"23207"," 109031 "," 4.70 "
"cod"," Pacific (gray)",2008,"Sitka/Pelican",110,3,"130439"," 369111 "," 2.83 "
"halibut"," Pacific",2008,"Sitka/Pelican",200,5,"2527905"," 14405551 "," 5.70 "
"herring"," Pacific",2008,"Sitka/Pelican",230,5,"12505603"," 9679909 "," 0.77 "
"lingcod","",2008,"Sitka/Pelican",130,10,"146477"," 339810 "," 2.32 "
"rockfish"," black",2008,"Sitka/Pelican",142,3,"19955"," 47973 "," 2.40 "
"rockfish"," canary",2008,"Sitka/Pelican",146,3,"236"," 507 "," 2.15 "
"rockfish"," quillback",2008,"Sitka/Pelican",147,4,"2390"," 3865 "," 1.62 "
"rockfish"," redbanded",2008,"Sitka/Pelican",153,4,"7356"," 9695 "," 1.32 "
"rockfish"," rougheye",2008,"Sitka/Pelican",151,4,"13756"," 26869 "," 1.95 "
"rockfish"," shortraker",2008,"Sitka/Pelican",152,5,"46230"," 92430 "," 2.00 "
"rockfish"," silvergray",2008,"Sitka/Pelican",157,3,"1053"," 3205 "," 3.04 "
"rockfish"," thornyhead (idiots)",2008,"Sitka/Pelican",143,5,"72127"," 247421 "," 3.43 "
"rockfish"," tiger",2008,"Sitka/Pelican",148,3,"75"," 161 "," 2.15 "
"rockfish"," yelloweye (red snapper)",2008,"Sitka/Pelican",145,5,"170443"," 423818 "," 2.49 "
"sablefish (blackcod)","",2008,"Sitka/Pelican",710,6,"3158461"," 18792204 "," 5.95 "
"salmon"," chinook",2008,"Sitka/Pelican",410,43,"1921483"," 13990772 "," 7.28 "
"salmon"," chum",2008,"Sitka/Pelican",450,19,"14107606"," 30582196 "," 2.17 "
"salmon"," coho",2008,"Sitka/Pelican",430,50,"3642507"," 13628439 "," 3.74 "
"salmon"," pink",2008,"Sitka/Pelican",440,9,"20527578"," 32586143 "," 1.59 "
"salmon"," sockeye",2008,"Sitka/Pelican",420,16,"143528"," 376833 "," 2.63 "
"shrimp"," spot",2008,"Sitka/Pelican",965,5,"15397"," 121682 "," 7.90 "
"salmon"," chinook",2008,"Yukon",410,4,"46658"," 410257 "," 8.79 "
"salmon"," chum",2008,"Yukon",450,5,"1071520"," 2330216 "," 2.17 "
"salmon"," coho",2008,"Yukon",430,3,"162862"," 573213 "," 3.52 "
"cod"," Pacific (gray)",2009,"Adak/West Aleutians",110,8,"6386929"," 7129004 "," 1.12 "
"pollock"," walleye",2009,"Adak/West Aleutians",270,4,"62533"," 38167 "," 0.61 "
"cod"," Pacific (gray)",2009,"Alaska Peninsula",110,4,"15716985"," 26544625 "," 1.69 "
"crab"," red king",2009,"Alaska Peninsula",921,3,"1747600"," 12225220 "," 7.00 "
"halibut"," Pacific",2009,"Alaska Peninsula",200,3,"1798904"," 10072207 "," 5.60 "
"rockfish"," thornyhead (idiots)",2009,"Alaska Peninsula",143,3,"36876"," 122150 "," 3.31 "
"sablefish (blackcod)","",2009,"Alaska Peninsula",710,3,"885789"," 5346343 "," 6.04 "
"salmon"," chinook",2009,"Alaska Peninsula",410,4,"113793"," 309915 "," 2.72 "
"salmon"," chum",2009,"Alaska Peninsula",450,4,"5369875"," 8103347 "," 1.51 "
"salmon"," coho",2009,"Alaska Peninsula",430,4,"1379957"," 3272406 "," 2.37 "
"salmon"," pink",2009,"Alaska Peninsula",440,3,"17490377"," 28356428 "," 1.62 "
"salmon"," sockeye",2009,"Alaska Peninsula",420,8,"21749442"," 59556847 "," 2.74 "
"crab"," Tanner, snow (opilio)",2009,"Bering Sea",932,5,"13027085"," 45218871 "," 3.47 "
"crab"," blue king",2009,"Bering Sea",922,4,"190865"," 1238451 "," 6.49 "
"herring"," Pacific",2009,"Bristol Bay",230,5,"37874756"," 22170998 "," 0.59 "
"salmon"," chinook",2009,"Bristol Bay",410,20,"348837"," 1093791 "," 3.14 "
"salmon"," chum",2009,"Bristol Bay",450,16,"5316714"," 8048661 "," 1.51 "
"salmon"," coho",2009,"Bristol Bay",430,16,"193855"," 534055 "," 2.75 "
"salmon"," pink",2009,"Bristol Bay",440,3,"13436"," 43875 "," 3.27 "
"salmon"," sockeye",2009,"Bristol Bay",420,28,"108279982"," 292563295 "," 2.70 "
"cod"," Pacific (gray)",2009,"Cook Inlet",110,10,"2577314"," 3339206 "," 1.30 "
"halibut"," Pacific",2009,"Cook Inlet",200,16,"16224306"," 68986590 "," 4.25 "
"lingcod","",2009,"Cook Inlet",130,7,"21181"," 42026 "," 1.98 "
"octopus"," North Pacific",2009,"Cook Inlet",870,3,"24797"," 16978 "," 0.68 "
"pollock"," walleye",2009,"Cook Inlet",270,4,"655841"," 448738 "," 0.68 "
"rockfish"," black",2009,"Cook Inlet",142,3,"350"," 421 "," 1.20 "
"rockfish"," quillback",2009,"Cook Inlet",147,4,"791"," 1487 "," 1.88 "
"rockfish"," redbanded",2009,"Cook Inlet",153,5,"595"," 881 "," 1.48 "
"rockfish"," redstripe",2009,"Cook Inlet",158,3,"105"," 226 "," 2.15 "
"rockfish"," rougheye",2009,"Cook Inlet",151,7,"24876"," 25424 "," 1.02 "
"rockfish"," shortraker",2009,"Cook Inlet",152,6,"65805"," 88663 "," 1.35 "
"rockfish"," silvergray",2009,"Cook Inlet",157,4,"286"," 537 "," 1.88 "
"rockfish"," thornyhead (idiots)",2009,"Cook Inlet",143,6,"78757"," 170751 "," 2.17 "
"rockfish"," tiger",2009,"Cook Inlet",148,3,"16"," 44 "," 2.70 "
"rockfish"," yelloweye (red snapper)",2009,"Cook Inlet",145,8,"82720"," 153558 "," 1.86 "
"sablefish (blackcod)","",2009,"Cook Inlet",710,7,"4098221"," 23232095 "," 5.67 "
"salmon"," chinook",2009,"Cook Inlet",410,26,"97178"," 612519 "," 6.30 "
"salmon"," chum",2009,"Cook Inlet",450,17,"5483258"," 10768166 "," 1.96 "
"salmon"," coho",2009,"Cook Inlet",430,32,"642242"," 1702179 "," 2.65 "
"salmon"," pink",2009,"Cook Inlet",440,17,"10669349"," 18826998 "," 1.76 "
"salmon"," sockeye",2009,"Cook Inlet",420,43,"11285908"," 34973293 "," 3.10 "
"skate"," longnose",2009,"Cook Inlet",701,3,"8947"," 4307 "," 0.48 "
"cod"," Pacific (gray)",2009,"Dutch Harbor",110,5,"27381869"," 36881217 "," 1.35 "
"crab"," Tanner, bairdi",2009,"Dutch Harbor",931,6,"1294160"," 4925806 "," 3.81 "
"crab"," Tanner, snow (opilio)",2009,"Dutch Harbor",932,5,"15668031"," 53975760 "," 3.44 "
"crab"," golden (brown) king",2009,"Dutch Harbor",923,7,"2450519"," 12465289 "," 5.09 "
"crab"," red king",2009,"Dutch Harbor",921,7,"7901012"," 71303047 "," 9.02 "
"halibut"," Pacific",2009,"Dutch Harbor",200,3,"3017336"," 14319275 "," 4.75 "
"herring"," Pacific",2009,"Dutch Harbor",230,4,"2790542"," 1082857 "," 0.39 "
"perch"," Pacific ocean",2009,"Dutch Harbor",141,3,"106854"," 57401 "," 0.54 "
"pollock"," walleye",2009,"Dutch Harbor",270,5,"286604855"," 370601691 "," 1.29 "
"sole"," flathead",2009,"Dutch Harbor",122,3,"1436508"," 480120 "," 0.33 "
"sole"," rex",2009,"Dutch Harbor",125,3,"237157"," 259605 "," 1.09 "
"squid"," majestic",2009,"Dutch Harbor",875,3,"291593"," 110537 "," 0.38 "
"cod"," Pacific (gray)",2009,"EEZ",110,49,"128218396"," 154510458 "," 1.21 "
"crab"," Tanner, snow (opilio)",2009,"EEZ",932,4,"2723027"," 9300773 "," 3.42 "
"flounder"," Alaska plaice",2009,"EEZ",133,17,"8307744"," 3583114 "," 0.43 "
"flounder"," arrowtooth",2009,"EEZ",121,28,"26739899"," 12602038 "," 0.47 "
"flounder"," starry",2009,"EEZ",129,4,"56366"," 8824 "," 0.16 "
"greenling"," Atka mackerel",2009,"EEZ",193,16,"87307830"," 65524672 "," 0.75 "
"lingcod","",2009,"EEZ",130,5,"3538"," 2172 "," 0.61 "
"perch"," Pacific ocean",2009,"EEZ",141,17,"22765547"," 19770505 "," 0.87 "
"pollock"," walleye",2009,"EEZ",270,45,"389080754"," 775422262 "," 1.99 "
"prowfish","",2009,"EEZ",215,9,"375244"," 267020 "," 0.71 "
"rockfish"," dusky",2009,"EEZ",172,13,"2043285"," 1166877 "," 0.57 "
"rockfish"," northern",2009,"EEZ",136,14,"4523600"," 2906317 "," 0.64 "
"rockfish"," redbanded",2009,"EEZ",153,4,"14937"," 12159 "," 0.81 "
"rockfish"," rougheye",2009,"EEZ",151,19,"282807"," 387647 "," 1.37 "
"rockfish"," shortraker",2009,"EEZ",152,24,"295046"," 490002 "," 1.66 "
"rockfish"," thornyhead (idiots)",2009,"EEZ",143,29,"702106"," 1429887 "," 2.04 "
"rockfish"," yelloweye (red snapper)",2009,"EEZ",145,12,"14941"," 11201 "," 0.75 "
"sablefish (blackcod)","",2009,"EEZ",710,26,"3225769"," 13188240 "," 4.09 "
"salmon"," chinook",2009,"EEZ",410,14,"74205"," 257522 "," 3.47 "
"salmon"," chum",2009,"EEZ",450,3,"649"," 696 "," 1.07 "
"salmon"," coho",2009,"EEZ",430,9,"133336"," 203911 "," 1.53 "
"salmon"," sockeye",2009,"EEZ",420,3,"54"," 108 "," 2.00 "
"scallop"," weathervane",2009,"EEZ",850,4,"426291"," 2771636 "," 6.50 "
"skate"," big",2009,"EEZ",702,4,"160419"," 207005 "," 1.29 "
"skate"," general",2009,"EEZ",700,29,"2077291"," 1234212 "," 0.59 "
"skate"," longnose",2009,"EEZ",701,3,"51072"," 64961 "," 1.27 "
"sole"," butter",2009,"EEZ",126,10,"161379"," 64233 "," 0.40 "
"sole"," flathead",2009,"EEZ",122,20,"18863413"," 11185379 "," 0.59 "
"sole"," rex",2009,"EEZ",125,18,"8741269"," 8033719 "," 0.92 "
"sole"," rock",2009,"EEZ",123,20,"41743784"," 25418997 "," 0.61 "
"sole"," yellowfin",2009,"EEZ",127,20,"125344356"," 61253293 "," 0.49 "
"turbot"," Greenland",2009,"EEZ",134,29,"7059716"," 10158154 "," 1.44 "
"cod"," Pacific (gray)",2009,"Juneau/Yakutat",110,3,"64854"," 264479 "," 4.08 "
"crab"," Dungeness",2009,"Juneau/Yakutat",910,6,"518553"," 1977711 "," 3.81 "
"crab"," golden (brown) king",2009,"Juneau/Yakutat",923,3,"436651"," 2534067 "," 5.80 "
"halibut"," Pacific",2009,"Juneau/Yakutat",200,12,"3491285"," 18670566 "," 5.35 "
"lingcod","",2009,"Juneau/Yakutat",130,6,"79320"," 164280 "," 2.07 "
"rockfish"," black",2009,"Juneau/Yakutat",142,3,"480"," 572 "," 1.19 "
"rockfish"," dusky",2009,"Juneau/Yakutat",172,3,"580"," 53 "," 0.09 "
"rockfish"," quillback",2009,"Juneau/Yakutat",147,4,"2340"," 3804 "," 1.63 "
"rockfish"," redbanded",2009,"Juneau/Yakutat",153,4,"4492"," 6785 "," 1.51 "
"rockfish"," rougheye",2009,"Juneau/Yakutat",151,6,"34306"," 45706 "," 1.33 "
"rockfish"," thornyhead (idiots)",2009,"Juneau/Yakutat",143,6,"76139"," 208565 "," 2.74 "
"rockfish"," yelloweye (red snapper)",2009,"Juneau/Yakutat",145,5,"61373"," 152796 "," 2.49 "
"sablefish (blackcod)","",2009,"Juneau/Yakutat",710,7,"2460432"," 10315767 "," 4.19 "
"salmon"," chinook",2009,"Juneau/Yakutat",410,35,"636762"," 3386739 "," 5.32 "
"salmon"," chum",2009,"Juneau/Yakutat",450,22,"6971947"," 13929529 "," 2.00 "
"salmon"," coho",2009,"Juneau/Yakutat",430,36,"2997150"," 9228177 "," 3.08 "
"salmon"," pink",2009,"Juneau/Yakutat",440,11,"5911188"," 10396395 "," 1.76 "
"salmon"," sockeye",2009,"Juneau/Yakutat",420,29,"1700755"," 5571759 "," 3.28 "
"shrimp"," spot",2009,"Juneau/Yakutat",965,8,"30433"," 174672 "," 5.74 "
"clam"," Pacific geoduck",2009,"Ketchikan/Craig",815,8,"618254"," 4586748 "," 7.42 "
"cod"," Pacific (gray)",2009,"Ketchikan/Craig",110,3,"3292"," 9433 "," 2.87 "
"halibut"," Pacific",2009,"Ketchikan/Craig",200,5,"459782"," 2169901 "," 4.72 "
"herring"," Pacific",2009,"Ketchikan/Craig",230,3,"2064148"," 2641812 "," 1.28 "
"lingcod","",2009,"Ketchikan/Craig",130,4,"6516"," 12148 "," 1.86 "
"rockfish"," canary",2009,"Ketchikan/Craig",146,3,"412"," 217 "," 0.53 "
"rockfish"," shortraker",2009,"Ketchikan/Craig",152,3,"12617"," 20886 "," 1.66 "
"rockfish"," thornyhead (idiots)",2009,"Ketchikan/Craig",143,3,"11202"," 32328 "," 2.89 "
"rockfish"," yelloweye (red snapper)",2009,"Ketchikan/Craig",145,5,"44374"," 122271 "," 2.76 "
"sablefish (blackcod)","",2009,"Ketchikan/Craig",710,3,"318883"," 1825029 "," 5.72 "
"salmon"," chinook",2009,"Ketchikan/Craig",410,20,"844774"," 3029463 "," 3.59 "
"salmon"," chum",2009,"Ketchikan/Craig",450,15,"11215440"," 20112085 "," 1.79 "
"salmon"," coho",2009,"Ketchikan/Craig",430,26,"4584261"," 12174467 "," 2.66 "
"salmon"," pink",2009,"Ketchikan/Craig",440,9,"27857540"," 47293798 "," 1.70 "
"salmon"," sockeye",2009,"Ketchikan/Craig",420,16,"1096311"," 4947813 "," 4.51 "
"shrimp"," coonstriped",2009,"Ketchikan/Craig",964,4,"654"," 2967 "," 4.54 "
"shrimp"," spot",2009,"Ketchikan/Craig",965,27,"348132"," 1428873 "," 4.10 "
"cod"," Pacific (gray)",2009,"Kodiak",110,10,"18199543"," 29132602 "," 1.60 "
"crab"," Dungeness",2009,"Kodiak",910,3,"765308"," 3593044 "," 4.69 "
"crab"," Tanner, bairdi",2009,"Kodiak",931,4,"235931"," 1003201 "," 4.25 "
"crab"," red king",2009,"Kodiak",921,3,"389994"," 3446314 "," 8.84 "
"flounder"," arrowtooth",2009,"Kodiak",121,8,"8116120"," 3582899 "," 0.44 "
"flounder"," starry",2009,"Kodiak",129,5,"33533"," 39848 "," 1.19 "
"halibut"," Pacific",2009,"Kodiak",200,10,"7780351"," 31554160 "," 4.06 "
"herring"," Pacific",2009,"Kodiak",230,7,"8252488"," 5690927 "," 0.69 "
"lingcod","",2009,"Kodiak",130,7,"56822"," 95160 "," 1.67 "
"octopus"," North Pacific",2009,"Kodiak",870,6,"180114"," 187385 "," 1.04 "
"perch"," Pacific ocean",2009,"Kodiak",141,6,"5087963"," 3348258 "," 0.66 "
"pollock"," walleye",2009,"Kodiak",270,9,"18982649"," 23083644 "," 1.22 "
"rockfish"," black",2009,"Kodiak",142,6,"907402"," 2342559 "," 2.58 "
"rockfish"," dark",2009,"Kodiak",173,4,"11003"," 9338 "," 0.85 "
"rockfish"," dusky",2009,"Kodiak",172,6,"1237337"," 1438623 "," 1.16 "
"rockfish"," northern",2009,"Kodiak",136,6,"1105973"," 807307 "," 0.73 "
"rockfish"," rougheye",2009,"Kodiak",151,7,"650653"," 467181 "," 0.72 "
"rockfish"," thornyhead (idiots)",2009,"Kodiak",143,8,"94027"," 192939 "," 2.05 "
"rockfish"," yelloweye (red snapper)",2009,"Kodiak",145,4,"12379"," 19218 "," 1.55 "
"sablefish (blackcod)","",2009,"Kodiak",710,9,"2321366"," 12845171 "," 5.53 "
"salmon"," chinook",2009,"Kodiak",410,10,"34912"," 67201 "," 1.92 "
"salmon"," chum",2009,"Kodiak",450,7,"5530123"," 7810551 "," 1.41 "
"salmon"," coho",2009,"Kodiak",430,12,"1401688"," 2484026 "," 1.77 "
"salmon"," pink",2009,"Kodiak",440,8,"54483650"," 76675188 "," 1.41 "
"salmon"," sockeye",2009,"Kodiak",420,12,"11503410"," 36604351 "," 3.18 "
"skate"," big",2009,"Kodiak",702,4,"93198"," 129456 "," 1.39 "
"skate"," general",2009,"Kodiak",700,3,"535332"," 798595 "," 1.49 "
"skate"," longnose",2009,"Kodiak",701,7,"529613"," 510338 "," 0.96 "
"sole"," Dover",2009,"Kodiak",124,6,"52951"," 64642 "," 1.22 "
"sole"," English",2009,"Kodiak",128,4,"98268"," 84725 "," 0.86 "
"sole"," butter",2009,"Kodiak",126,7,"1191648"," 839993 "," 0.70 "
"sole"," flathead",2009,"Kodiak",122,8,"5596666"," 5069126 "," 0.91 "
"sole"," rex",2009,"Kodiak",125,7,"1892466"," 1783757 "," 0.94 "
"sole"," rock",2009,"Kodiak",123,8,"3772603"," 2868153 "," 0.76 "
"squid"," majestic",2009,"Kodiak",875,4,"117680"," 111814 "," 0.95 "
"cod"," Pacific (gray)",2009,"Petersburg/Wrangell",110,4,"16769"," 18690 "," 1.11 "
"crab"," Dungeness",2009,"Petersburg/Wrangell",910,3,"1618614"," 7357111 "," 4.55 "
"crab"," golden (brown) king",2009,"Petersburg/Wrangell",923,3,"182101"," 1274990 "," 7.00 "
"halibut"," Pacific",2009,"Petersburg/Wrangell",200,5,"2249686"," 9409295 "," 4.18 "
"lingcod","",2009,"Petersburg/Wrangell",130,3,"5139"," 5117 "," 1.00 "
"rockfish"," quillback",2009,"Petersburg/Wrangell",147,3,"2151"," 1311 "," 0.61 "
"rockfish"," redbanded",2009,"Petersburg/Wrangell",153,3,"8669"," 7347 "," 0.85 "
"rockfish"," shortraker",2009,"Petersburg/Wrangell",152,3,"21576"," 13357 "," 0.62 "
"rockfish"," thornyhead (idiots)",2009,"Petersburg/Wrangell",143,3,"41444"," 82869 "," 2.00 "
"rockfish"," yelloweye (red snapper)",2009,"Petersburg/Wrangell",145,5,"40102"," 63892 "," 1.59 "
"sablefish (blackcod)","",2009,"Petersburg/Wrangell",710,4,"892575"," 4880518 "," 5.47 "
"salmon"," chinook",2009,"Petersburg/Wrangell",410,21,"367018"," 2293185 "," 6.25 "
"salmon"," chum",2009,"Petersburg/Wrangell",450,13,"12717890"," 18664226 "," 1.47 "
"salmon"," coho",2009,"Petersburg/Wrangell",430,19,"1971185"," 4256976 "," 2.16 "
"salmon"," pink",2009,"Petersburg/Wrangell",440,9,"18123070"," 29388506 "," 1.62 "
"salmon"," sockeye",2009,"Petersburg/Wrangell",420,18,"1076325"," 3249335 "," 3.02 "
"shrimp"," coonstriped",2009,"Petersburg/Wrangell",964,8,"2540"," 4292 "," 1.69 "
"shrimp"," spot",2009,"Petersburg/Wrangell",965,23,"179305"," 683163 "," 3.81 "
"cod"," Pacific (gray)",2009,"Prince William Sound",110,3,"817066"," 997257 "," 1.22 "
"halibut"," Pacific",2009,"Prince William Sound",200,8,"1384868"," 5634288 "," 4.07 "
"lingcod","",2009,"Prince William Sound",130,3,"4346"," 3089 "," 0.71 "
"rockfish"," quillback",2009,"Prince William Sound",147,3,"891"," 858 "," 0.96 "
"rockfish"," rougheye",2009,"Prince William Sound",151,6,"27300"," 68326 "," 2.50 "
"rockfish"," shortraker",2009,"Prince William Sound",152,3,"2196"," 333 "," 0.15 "
"rockfish"," thornyhead (idiots)",2009,"Prince William Sound",143,5,"13432"," 36092 "," 2.69 "
"rockfish"," yelloweye (red snapper)",2009,"Prince William Sound",145,6,"20937"," 34726 "," 1.66 "
"sablefish (blackcod)","",2009,"Prince William Sound",710,6,"1403779"," 7769120 "," 5.53 "
"salmon"," chinook",2009,"Prince William Sound",410,24,"141673"," 1470011 "," 10.38 "
"salmon"," chum",2009,"Prince William Sound",450,10,"12904812"," 25656264 "," 1.99 "
"salmon"," coho",2009,"Prince William Sound",430,18,"1702721"," 5269632 "," 3.09 "
"salmon"," pink",2009,"Prince William Sound",440,10,"23119871"," 41751505 "," 1.81 "
"salmon"," sockeye",2009,"Prince William Sound",420,27,"8998594"," 40615843 "," 4.51 "
"cod"," Pacific (gray)",2009,"Sitka/Pelican",110,3,"98699"," 226264 "," 2.29 "
"halibut"," Pacific",2009,"Sitka/Pelican",200,3,"2114499"," 10012339 "," 4.74 "
"herring"," Pacific",2009,"Sitka/Pelican",230,5,"20142820"," 15848445 "," 0.79 "
"lingcod","",2009,"Sitka/Pelican",130,10,"166176"," 375109 "," 2.26 "
"rockfish"," black",2009,"Sitka/Pelican",142,4,"15132"," 50341 "," 3.33 "
"rockfish"," dusky",2009,"Sitka/Pelican",172,5,"784"," 1603 "," 2.04 "
"rockfish"," quillback",2009,"Sitka/Pelican",147,3,"3940"," 6409 "," 1.63 "
"rockfish"," redbanded",2009,"Sitka/Pelican",153,4,"5791"," 7402 "," 1.28 "
"rockfish"," rougheye",2009,"Sitka/Pelican",151,4,"17139"," 31522 "," 1.84 "
"rockfish"," shortraker",2009,"Sitka/Pelican",152,5,"25943"," 40791 "," 1.57 "
"rockfish"," silvergray",2009,"Sitka/Pelican",157,3,"2606"," 9043 "," 3.47 "
"rockfish"," thornyhead (idiots)",2009,"Sitka/Pelican",143,4,"63983"," 189654 "," 2.96 "
"rockfish"," tiger",2009,"Sitka/Pelican",148,3,"325"," 533 "," 1.64 "
"rockfish"," yelloweye (red snapper)",2009,"Sitka/Pelican",145,4,"224017"," 563011 "," 2.51 "
"sablefish (blackcod)","",2009,"Sitka/Pelican",710,4,"2697098"," 16946277 "," 6.28 "
"salmon"," chinook",2009,"Sitka/Pelican",410,45,"1507160"," 8849577 "," 5.87 "
"salmon"," chum",2009,"Sitka/Pelican",450,30,"15325878"," 26022351 "," 1.70 "
"salmon"," coho",2009,"Sitka/Pelican",430,51,"3562671"," 11420667 "," 3.21 "
"salmon"," pink",2009,"Sitka/Pelican",440,10,"22721393"," 24266442 "," 1.07 "
"salmon"," sockeye",2009,"Sitka/Pelican",420,19,"390398"," 1128919 "," 2.89 "
"shrimp"," spot",2009,"Sitka/Pelican",965,7,"10946"," 82806 "," 7.56 "
"salmon"," chum",2009,"Yukon",450,5,"986650"," 1818802 "," 1.84 "
"salmon"," coho",2009,"Yukon",430,3,"54570"," 116677 "," 2.14 "
"cod"," Pacific (gray)",2010,"Adak/West Aleutians",110,9,"14512284"," 24347314 "," 1.68 "
"sole"," rock",2010,"Adak/West Aleutians",123,3,"51071"," 22341 "," 0.44 "
"cod"," Pacific (gray)",2010,"Alaska Peninsula",110,4,"21322290"," 32689513 "," 1.53 "
"crab"," Tanner, bairdi",2010,"Alaska Peninsula",931,3,"502480"," 2056393 "," 4.09 "
"crab"," red king",2010,"Alaska Peninsula",921,3,"1275215"," 19451809 "," 15.25 "
"halibut"," Pacific",2010,"Alaska Peninsula",200,4,"2063585"," 16607847 "," 8.05 "
"rockfish"," thornyhead (idiots)",2010,"Alaska Peninsula",143,3,"49911"," 177660 "," 3.56 "
"sablefish (blackcod)","",2010,"Alaska Peninsula",710,5,"1050623"," 7364141 "," 7.01 "
"salmon"," chinook",2010,"Alaska Peninsula",410,5,"117970"," 413429 "," 3.50 "
"salmon"," chum",2010,"Alaska Peninsula",450,5,"4913061"," 9038865 "," 1.84 "
"salmon"," coho",2010,"Alaska Peninsula",430,4,"1286868"," 3164934 "," 2.46 "
"salmon"," pink",2010,"Alaska Peninsula",440,5,"5842001"," 10136234 "," 1.74 "
"salmon"," sockeye",2010,"Alaska Peninsula",420,6,"16956193"," 58402852 "," 3.44 "
"crab"," Tanner, snow (opilio)",2010,"Bering Sea",932,5,"11131041"," 35496849 "," 3.19 "
"crab"," blue king",2010,"Bering Sea",922,5,"574780"," 6829457 "," 11.88 "
"herring"," Pacific",2010,"Bristol Bay",230,6,"49256895"," 24490850 "," 0.50 "
"salmon"," chinook",2010,"Bristol Bay",410,19,"362748"," 1134242 "," 3.13 "
"salmon"," chum",2010,"Bristol Bay",450,18,"3859892"," 7344924 "," 1.90 "
"salmon"," coho",2010,"Bristol Bay",430,17,"642650"," 1288863 "," 2.01 "
"salmon"," pink",2010,"Bristol Bay",440,10,"3069554"," 4428323 "," 1.44 "
"salmon"," sockeye",2010,"Bristol Bay",420,29,"116719343"," 389673937 "," 3.34 "
"cod"," Pacific (gray)",2010,"Cook Inlet",110,13,"3573727"," 6271076 "," 1.75 "
